subject_id,rpl,resting_alpha_power,resting_total_power,smr_strength,mu_erd_real_C3,mu_erd_real_C4,mu_erd_real_Cz,beta_erd_real_C3,beta_erd_real_C4,beta_erd_real_Cz,mu_ers_real_C3,mu_ers_real_C4,mu_ers_real_Cz,beta_ers_real_C3,beta_ers_real_C4,beta_ers_real_Cz,mu_erd_imagined_C3,mu_erd_imagined_C4,mu_erd_imagined_Cz,beta_erd_imagined_C3,beta_erd_imagined_C4,beta_erd_imagined_Cz,mu_ers_imagined_C3,mu_ers_imagined_C4,mu_ers_imagined_Cz,beta_ers_imagined_C3,beta_ers_imagined_C4,beta_ers_imagined_Cz
S055,2.3987888381347213,3.455865612302268e-11,1.4406710408864172e-11,5.105647881330803,-70.78569349871854,-75.76704737105807,-71.29788965053618,-56.294188769773676,-73.3416085583111,-63.765781697201504,664.033199339854,1651.5761326996892,1295.7467458942585,91.39864075373653,150.91909362552792,85.3695747200745,-61.57337259521577,-86.07794639047485,-68.90335719451583,-52.826495511977164,-68.98005922093931,-57.64057779662002,689.7030694739334,518.8300904167479,449.7434440677528,193.7299359631242,139.3335856074782,151.84309098240078
S056,3.6047118783477488,2.679506629997025e-10,7.433344800986425e-11,3.9901048623944106,-86.87013460765081,-80.99081722471854,-81.8543601063468,-54.70929992134074,-62.41210814305991,-60.15439830023958,276.27743883706876,488.20210813436165,675.0979682171385,156.43355842746044,226.0260134207113,327.2560490061785,-88.6734398332341,-58.47842169066214,-77.03720247017189,-13.450335449129813,-40.58461650047239,-11.905410011783344,432.35267902687025,155.3651305747986,651.9240274298826,182.97199737781557,148.9127333198013,215.40889476992055
S057,0.7743226230417543,4.3244928601955545e-11,5.584872159885689e-11,2.363842680917749,-37.932996306465846,-45.40434619744369,-44.605818305519556,-59.39797039062038,-46.43803628705033,-26.26851658561763,1351.5362257189945,1580.3023230078063,1594.1935980117878,313.717682085529,100.4265563403853,243.42124435399,-36.26983888096058,-43.07681974734254,-56.320063181157785,-61.05387732021257,-41.89399432656931,-50.560754384955956,280.3305556883185,178.82877340359673,271.73747447880436,140.28120966474805,73.54814061540985,126.32916239077161
S058,0.8475350923238267,1.1495308696523518e-11,1.3563224461898014e-11,1.5233676752202996,-57.37396141622896,-43.36558621780765,-58.86675305602461,-32.469448761049776,-19.44016471614249,-23.65873920261656,173.48907433166985,257.3249933548897,132.36464178607773,424.43667382654445,371.8117260160078,465.84940135185775,-49.948186023835184,-69.10124783880659,-74.26535582832037,-49.88417159702392,-31.155421528164336,-36.451054696787885,264.90926341458714,1089.0153001146484,430.02346564670574,129.90358230868438,158.30553194697936,204.54854813406783
S059,1.514953284887786,7.15958400375635e-11,4.7259437470289173e-11,3.9867236465233304,-70.85570761372577,-77.90185749564151,-76.80044236922706,-68.62773468848211,-25.767746370857314,-39.10887164393132,185.70632524396257,1063.31582899213,621.8847861275337,109.91320848701261,156.51489374039951,167.70278495064593,-82.31411609459347,-84.71080766382705,-81.63663121003789,-71.9370490280064,-58.48689690475371,-69.6444906363212,277.10507952991793,247.86934897717975,306.5917089798104,106.98105652001748,437.6549779946809,240.86149878145181
S060,4.804605057526187,3.9106997575150663e-10,8.139482248159273e-11,7.976252911406078,-88.72218174170449,-85.51886811246943,-91.83426334192923,-78.92200560187457,-79.06784431636919,-58.664098635610095,86.02975468398031,461.14736205836573,516.8915595115166,95.59420609419517,28.825284525919713,72.58374544919693,-89.28638618608254,-79.50480618261754,-82.54814135853862,-70.84092640559163,-53.72925286718902,-53.821208589527814,248.10959612226006,776.3606710670344,833.5605612590389,192.46178894311936,128.98276110822556,418.2129706649148
S061,2.6934582722501013,2.2852901517515755e-10,8.484594602026101e-11,4.879016086269658,-80.9957112217705,-84.49883775864248,-84.22439700708942,-48.96380965250322,-35.07863120436803,-49.63878706458736,570.314646796445,220.80140320872394,294.62093829588525,124.99120590412085,98.47423907581836,155.40762024174887,-75.90207019845269,-80.92542002063848,-78.64697727206531,-57.57465411473981,-47.238078778095485,-57.08342510920479,470.8160029833078,201.32666005586896,344.72385374211865,192.80891079876147,267.2973687112588,264.3562814224742
S062,2.0845598342968366,2.178250415213649e-11,1.0449450187878228e-11,7.961713505099873,-89.84026874936475,-70.87304162794977,-84.65558672244265,-49.836203377262954,-54.8993908110289,-46.763637785551204,119.19467761126413,297.96678463108736,636.6213362589572,134.0994458920507,233.08592917091784,299.29413688572225,-79.18577160578472,-84.435463924123,-85.3933237603367,-66.03285149167904,-49.217576168535636,-59.496794905115834,148.5093109197509,86.92357225331486,280.02354927587334,68.41017893675149,164.3819995687508,89.03814875040995
S063,1.5647454850991358,1.2249159416813658e-11,7.828212021354772e-12,1.7010689917246395,-43.78505268804657,-25.749345711206406,-30.155331501425042,-47.28128280975312,-64.2989318432778,-59.6918342411449,370.08121590020664,169.4433143835583,529.1454104954348,176.5291403475244,125.84857984341926,83.09046748310014,-56.37508412120962,-74.96296664864623,-63.38573554322278,-45.97843386860377,-27.437729469924882,-45.28445994458848,352.76118266463106,419.0101011728588,148.72558243405052,99.44688116229644,96.3079765020001,93.67376628276432
S064,0.7857074825561027,1.025150389582755e-11,1.3047481567156325e-11,1.9442949239359635,-80.62838205983228,-80.01729629439636,-77.45216291935685,-55.26444247692862,-54.00049138072004,-48.88650598480645,436.4722483579339,245.34373291988754,276.2558403458748,41.89496790114313,90.00275857109665,94.49856681766772,-77.707384231324,-78.44089646603857,-73.44441712870382,-53.83696729611417,-55.113205436105716,-58.19907679039687,458.5775636404789,322.6769252759813,988.3450671699513,117.36864889706852,102.84296802623211,73.84304051209118
S065,2.82084546612485,1.0364814394628084e-10,3.674364483661984e-11,2.8547260417204257,-70.21790027945028,-55.586638261630306,-67.36250725321375,-53.544722777182585,-60.63546177243067,-50.81788368518281,322.4968576770289,681.0002967516167,206.32070599329322,127.74101693789164,128.13082847660345,86.17668593687036,-52.14019786957779,-63.775290567164475,-52.99381632024398,-52.351769032440565,-68.09574621574703,-53.53253908203614,470.87629187462676,360.7567718935137,634.1453420877781,203.63730909070182,74.49890508046795,208.83219718917167
S066,1.398980398377737,2.480543638661718e-11,1.7731082161967144e-11,3.38127306757589,-70.46631945748325,-83.54922022213766,-75.25561198400914,-61.769462734059154,-47.149842351857664,-50.63545656884874,2646.4431101713617,3276.172233992339,1315.3843455512986,1235.0520124021527,529.5233122973531,529.997460970667,-53.00506803929098,-84.22849262947658,-73.21088376949784,-65.12267506377401,-62.11485927348711,-69.08743989008235,1581.5588685656303,3433.7988343513694,2207.4436269312405,366.8040456748947,533.593288102325,491.69805276525284
S067,0.8280700906454476,1.3066359488979941e-12,1.5779291676620316e-12,2.0214248553336702,-72.1035456406459,-55.85481554882923,-75.99217004576747,-17.28228051309701,10.075884036696968,-9.025003676143255,326.6072447302677,856.8425533719395,351.08890605229817,667.1482158135842,585.173210063397,1173.488973229598,-82.34444899894407,-86.10703974588013,-45.33983611526691,-32.9493307519394,-70.67246925691056,-32.26792410471842,899.0928324655954,155.53827133171987,499.36286114753375,830.3636733515757,175.50408724729294,439.87837173812966
S068,0.881305018611192,2.990931937836178e-11,3.3937534391321744e-11,2.3614802761711857,-59.26805451300816,-45.15443876486326,-61.33626833965376,-62.14476734855548,-45.83905559418292,-44.90491631279562,240.56948321686792,258.8231833318981,257.28615951889793,302.36629826580065,461.47995246161156,188.8164738443418,-64.62735184128647,-53.591016355578155,-51.89659178705763,-53.44956087973826,-54.7422877242005,-53.20113434512705,590.2052120709645,841.7462329241763,382.39555154774547,177.316667262074,70.29910506932909,185.070130433891
S069,0.12076202839924327,1.865212548426972e-11,1.544535623615494e-10,2.2600827407043766,-86.03047024807844,-86.95394529388801,-86.17332970852722,-68.3164828522758,-63.68955230759627,-64.0003816539569,331.0457294318707,258.04798298582654,280.4113776762771,68.00079125536217,89.86162561141657,139.3200935506718,-84.45999691648234,-70.40968453507365,-75.96551990801476,-48.90560752429649,-60.83582113234185,-47.39907926451187,657.5769488828925,696.9226578743665,1643.7801224134892,114.30040898492328,63.75787565012312,136.46196286216014
S070,1.7491696195552726,7.70020680091332e-11,4.4022070328840385e-11,3.487739491156958,-62.077574079500174,-54.24432329142842,-65.65644730209567,-66.14564987275388,-78.40855932230048,-70.83169718873444,549.1654316694538,486.08799986702695,545.3066609559642,398.9452551630858,205.19062917424526,295.04061497993587,-63.14253616961052,-59.93741172967072,-67.97854712974899,-59.847381497057754,-52.879729016559374,-52.84392446625923,70.06682912433004,135.00362041756645,113.4953621433509,240.13878623867066,220.94030553091102,291.55545468041925
S071,2.6627112290472748,8.726550463911607e-11,3.277317633513714e-11,3.2874850044455357,-66.00931176454326,-71.50606485229207,-55.439970948636905,-74.78842762505103,-46.234744521487585,-69.71488933943803,491.0488321696333,366.39550964419504,439.9714428143014,233.21255363092962,82.81121671805626,162.8081974227447,-65.7265000539552,-63.82866616019176,-58.72444822814211,-60.93688922413426,-60.94621139565067,-60.98375481455448,645.4862396036809,226.80331636026145,988.7389731948904,122.67516889571736,205.02306545344902,106.21421733309634
S072,2.1838619497444363,1.705535308586995e-11,7.809721254526107e-12,8.48101012738654,-90.36148101304744,-96.8462001874125,-81.59375912351217,-48.566793521325586,-79.204145214516,-44.87146839755105,101.72240909172984,19.55083752348365,69.44931364860707,141.35840804591137,64.279821736783,184.4454595825349,-94.11390285504699,-87.34820403222311,-66.84510281132884,-49.46663271777598,-57.78248343929361,-35.887487891522184,1793.0819540268003,282.52842969293704,356.6801734109112,149.62019599617037,84.97198796179687,112.92895900831441
S073,1.779969367983813,1.7947003654035825e-11,1.0082759836684467e-11,2.0823487929606443,-46.51207937933865,-65.89810108802799,-56.97064740528428,-56.9771193515755,-60.41778209602568,-56.6415166864375,637.5251491350994,335.02577116994865,257.77650215752993,62.73506358684232,101.31723471070049,68.64273005254802,-73.5362378380436,-56.42808013051993,-74.04848909786554,-42.86133965980065,-41.50690325468639,-39.71565956384621,815.9933534871138,511.8281556945065,1138.375883426494,65.05540921724148,88.69765519910149,101.92155395365066
S074,1.5338844646110605,3.783995677048545e-11,2.4669365681384836e-11,4.624022277010923,-74.1605123895284,-87.60166524103641,-80.1492360862716,-45.55886340604033,-40.947348869626445,-43.08897555788287,149.7013441370109,212.5944806789334,656.5232048254097,334.20383401023497,141.38648644172218,333.327189158637,-75.95218170816288,-67.30310819136565,-81.77433428558618,-59.13033061701323,-66.04046587754486,-64.07268265445121,961.3644022303191,314.48915813801875,270.9860555271929,190.26561846291875,369.7305457293095,245.84677374386854
S075,1.952047795095517,2.0491245396587759e-10,1.0497307211468706e-10,5.858020522756625,-87.13656916798753,-93.38121492137583,-92.57631228839804,-60.42427720481235,-82.06212760471358,-76.76813174990194,151.1760197048468,342.0295029574014,567.518392036071,109.2298530935285,888.2393274585004,382.95447536049045,-78.2477070896909,-85.89224328544789,-83.22497746663761,-41.604332003638866,-51.912298733990966,-60.907247772979176,1985.6911438442435,986.5197655254283,1074.396910622519,212.928632450175,144.6185901088669,105.27858339441836
S076,1.2600030306416508,1.7218326606001405e-11,1.3665305707425999e-11,2.209128591040475,-84.40258311585231,-77.76585502582279,-80.62238033462293,-61.15368495971497,-41.43931384917646,-50.97984858582687,151.96356307597836,107.38029889740291,66.20243052909264,78.57050717239197,114.29519643132981,72.21001870797524,-78.30229408297697,-81.54024543290983,-79.44496373539619,-66.57379563644393,-66.34689885707867,-65.88328257533044,132.4188507475104,225.3284342712228,156.05644271828052,214.36017980629165,225.95202796915913,183.17970222627272
S077,1.9484938801561338,1.2670148851079072e-10,6.502534588440076e-11,2.485436301137014,-71.18223726232297,-81.54797849008804,-60.644438261638875,-67.83493678240522,-75.20843941179885,-70.94496746051375,455.32707395066024,148.04634863233417,721.6231357167899,73.79654462765106,46.01758806764647,74.67463457055786,-46.498403411048336,-75.8745353743509,-58.60694449443407,-42.16645982464419,-63.78462707430425,-54.48995761446883,682.0880999606095,185.85797955292816,207.96909722489602,247.1731616775655,227.79970277053923,197.15287246252973
S078,4.760384361825847,1.018134469060571e-10,2.1387652585894666e-11,2.8887590400361063,-64.4118752937708,-65.10635818927652,-69.50597341043962,-53.252086203748284,-49.161767375000956,-38.2568837117633,495.4994587114134,651.5718674715032,778.8804669426825,580.6393651970591,168.65306933137114,175.36005544671642,-93.99856174087941,-90.01029494908751,-91.3147797842174,-73.55455541571332,-69.09524577206244,-60.99759985890978,2300.708999120732,2876.684279351051,1628.3408795354462,97.54580670987035,138.4590095783111,155.44927233371916
S079,2.56125705281731,1.9923916740148e-10,7.778960225109877e-11,2.667765634467976,-77.58625389452384,-34.96199372426086,-77.40323477326363,-69.6090821915293,-55.15725541707223,-63.696250082970096,231.61806213032315,232.9972695614808,154.85888344379944,133.65523342323448,463.5985570668562,233.02463379935284,-73.95136104878767,-71.44697140641745,-68.88835739187861,-23.851265354319043,-49.23317833635548,-47.655831280180784,232.12410635648553,256.45749624905034,282.9604550042659,102.75002752192535,171.08902559548355,140.85191626023274
S080,2.5039921367236166,5.694384647497664e-11,2.2741224159547724e-11,1.715930081259799,-84.04088907154352,-88.36282749625347,-86.50988917789758,-51.14061795148939,-39.391708794153466,-37.73811627529135,1434.1352656062036,166.39036272381634,209.92000028364103,84.1070043869329,106.47625061006694,99.07351522422461,-76.37495799874455,-65.4141017501937,-57.648520492213976,-50.04072357964204,-48.845114952045996,-45.781983881440205,479.28039916663766,960.1043046260406,1514.8805336482872,282.68865526474076,101.66569639253981,105.13193125308848
S081,3.2042548329716602,8.050258379253212e-11,2.5123652140324045e-11,5.84806293455128,-74.0194876967929,-73.11269965347897,-73.94764493663537,-54.34104579396658,-64.3853089667879,-63.97850050382085,407.7336914652345,537.4974960220303,533.264914693583,285.9984390263806,117.38574363998563,120.81111406203675,-61.227461337900955,-51.88327678590018,-53.01565010068793,-53.98986841960186,-66.22656874956388,-66.11143688451313,339.62409992828435,405.62920665140655,417.42795123894706,218.0173873337568,72.52927112995125,72.55146748325545
S082,2.9352947949332164,7.31164722437225e-11,2.4909413654101495e-11,3.0808435900256086,-38.70317090308474,-83.36426542528507,-55.67802715532586,-62.53228135709742,-76.20020142276512,-67.3776002898684,280.1640902563468,1331.9105587933796,355.3814705743555,120.74429569256266,154.39648861616786,102.25003678364155,-66.52706867175748,-80.24231259203697,-75.58041385842972,-68.02664669215785,-63.3726541225603,-67.11775895602324,207.75581444514395,168.94206689892954,958.1352808912353,413.836510984373,127.35344725331252,92.2050693412859
S083,0.9705242049854608,5.4733870032116004e-11,5.639619264615452e-11,5.002413810545285,-90.68265059718532,-85.38726803581552,-87.68638993714679,-72.44230600050024,-73.65655684303013,-76.71329459019334,123.17779461719287,262.10051097242615,216.68328119038156,86.91564325016601,381.50593709487646,114.76436100540556,-89.22702788206104,-85.48279627351415,-89.07781606017303,-75.10946057618261,-51.94718020068456,-70.87382950285954,192.22027533538147,212.5325178959573,493.4067228993576,372.93292662792186,269.4544766794893,206.08091589505682
S084,3.5867653490192337,1.3471078592163208e-10,3.7557735957962076e-11,5.724428760817332,-74.15952481410811,-48.87445546677494,-35.99414532677038,-77.35273462629902,-49.23299151162519,-62.123837474380416,396.87003758135336,680.066941555261,865.331272462822,162.76807250537743,210.46257675032493,218.91245697698852,-81.34202046082981,-83.33780073371346,-82.4692178671891,-74.88558861385319,-56.731740984208365,-59.11175429461958,196.55491732964222,774.3822037114282,442.31270498216924,165.6865662160768,258.04249212255735,244.46882639324622
S085,4.228323895257598,8.389989932247891e-11,1.9842353944687e-11,6.632948626261111,-86.07321291321792,-79.10188958667085,-78.86287386875226,-72.07493206104347,-66.78600925671613,-51.472502015241716,219.44240214168164,469.57486032337886,732.575699033819,20.517125933592524,70.76141275428952,51.17671679027518,-81.24257036773976,-68.37529456183626,-84.53993557565906,-61.50687793166176,-72.04697363075059,-70.5016911808244,516.3956211064093,174.84854601849636,768.9460472991054,250.39980185778273,150.51754755439802,44.56403916180858
S086,0.4671943508957772,2.9577966859468327e-11,6.330976991215086e-11,2.4891104506850255,-85.39983326857934,-85.88792668695311,-84.86848047386991,-86.60487256550567,-79.63033894825175,-79.0532039594449,692.0306219880252,514.0441690868026,723.4479304998273,50.12853128493323,248.24325218042364,33.98895969079005,-41.87595670918231,-31.126595575720213,-46.85690333166326,-45.9901880350032,-67.15579932875148,-50.46201955830043,1046.2675671391448,1255.8076953638188,1468.8273294473815,2235.439965797215,3116.8913189942346,1005.5218405463078
S087,2.2009752433765373,1.2879780928778844e-10,5.851851795034209e-11,2.3147539625229854,-72.92744007959952,-88.45574606207875,-73.68712563538121,-46.48110884311226,-64.93021573618265,-63.934725284570185,412.65407815887124,433.7364464186244,478.9824160766075,123.87949561462325,173.14857664249007,353.01371896133793,-75.5220007514117,-61.96830020633366,-78.5602853510739,-56.90740498829413,-63.25147701766569,-57.2559984475287,413.75912180250475,478.54110720935796,485.1666251265982,381.21271613258176,220.2163453480029,163.5745203192313
S088,0.5828298554900228,2.6902968080918423e-11,4.615921409568039e-11,2.3537633227651966,-53.00562143653671,-54.730154693319996,-52.245876551142956,-56.07170239722578,-54.389181157666364,-51.914036616270174,425.97203552258713,259.17768018374767,277.0312351335904,298.5872946462666,84.58975156709103,161.3300101706084,-58.23084592803029,-59.5599679846035,-57.03630846752089,-59.32769430585989,-42.43848502138597,-36.911038234707064,345.7793877563012,389.21451173380206,146.2328882272515,167.29936878520684,124.57649996274316,118.3551003625788
S089,1.4080464637817847,1.754411842885027e-12,1.245990020935077e-12,2.172531638266989,-74.02441208058048,-85.91815080410558,-85.7477911872797,-67.9600618920286,-67.70977959327418,-70.59772640367676,384.80463438472896,170.88742664352355,252.49203947785267,59.13642930422187,180.40275853443737,105.38961294838285,-47.2572012857815,-50.04576505438955,-47.71186523062581,-39.53699089495631,-40.50313645382222,-30.60220473076982,306.4681225696969,451.7208576493493,289.0750197665604,110.25587415480078,78.46505187561644,182.3532431099683
S090,2.175154926582187,7.427580703757024e-11,3.414736400145967e-11,2.078432178146798,-56.45757560866566,-60.597372606423946,-67.47807699290136,-53.73212783333952,-56.27762323299944,-64.32033578491514,411.34198281775866,440.4000227687874,468.86975101566185,105.13583800714983,91.36947358346502,115.52061758874332,-63.256586107421676,-73.89236937343888,-64.87275390312315,-29.551842739164215,-36.46611833906871,-31.77166111920833,93.26827764288839,154.73168712623482,151.76118357865516,151.05662608342803,101.1182400675755,135.6301824716486
S091,2.1955165005158745,8.541053680478049e-11,3.890225228765614e-11,3.2913913895946365,-77.99254768089781,-72.93008915876712,-68.31577943311571,-48.50009701301627,-47.85185270083437,-54.95771213426739,298.91581531466215,517.1934649650401,385.20209240225483,220.43859619611746,91.59052113850483,216.42598505009622,-42.74424623570708,-47.120623490004235,-46.88809129125212,-48.578381982426386,-44.678398469771054,-53.891070496821534,426.1998319184935,608.1576458447641,435.1775389214494,152.3877977636937,101.31706084385827,118.31165988119663
S092,4.150661947446826,3.1191824086656223e-10,7.514903521796826e-11,5.75560340541022,-44.739060771239224,-73.03540315845866,-72.48387054179769,-53.75197359754734,-47.41896507598293,-49.049141169729374,307.3859706255757,362.3861890374231,170.9529788555432,80.45319571170018,98.16265617735245,127.05117411743699,-64.34135884632364,-57.55873623231754,-65.05802352968175,-53.51092987603367,-52.396284412982766,-39.420979989850615,297.8290456221705,145.70380103884864,265.0118941454026,89.07962045194553,121.46138498407059,233.62067855351256
S093,2.002331656072743,2.252475457311556e-11,1.1249262580852516e-11,7.638876753545944,-75.67308983335496,-80.3751166032955,-74.06891368478571,-39.592045451846424,-54.87605346736441,-46.45988707018605,170.85985588973358,206.78491585823818,648.7188413159915,93.470960292189,116.73641531424211,128.68314568538858,-74.11561203261097,-77.20137978025396,-72.59115641486325,-53.344475627506505,-53.637343740884305,-44.11400553382929,313.63290575278796,378.03219716951617,262.5461788165575,134.91533241171564,207.00036611804435,113.12641701485349
S094,1.822406489457357,4.656838423354314e-11,2.5553236614850634e-11,3.5574616142690942,-73.43098687239493,-79.24543337834933,-76.90134870345263,-69.62604651161439,-69.44494107069684,-77.6506412221134,78.6442848949318,194.50218738601856,1042.9123426914286,91.70838872213388,83.20162183379534,154.93116796643483,-78.46485247188917,-75.49257129881364,-58.85299966723453,-71.95468957833921,-76.956635993062,-70.98031261198318,404.8889463312885,831.6919821912184,107.80716321389221,126.17364145855288,10.487858127501985,43.08892841206138
S095,1.3644600165708736,1.3564188260310136e-10,9.941066865703629e-11,2.911611318251474,-33.73590653475549,-52.62724582754497,-32.77188663147667,-51.70511077623237,-69.52439771186313,-55.3787855308691,277.12859773243366,829.8380584920103,230.14155191627893,226.40869907615416,90.92146488686429,239.42358268090877,-50.34678423825719,-67.8668114182029,-73.75747446135071,-68.86981526376871,-46.29807988413039,-50.93296536690928,129.23315452496277,143.20287544191018,222.27012192711388,172.81655714952277,326.04180459884844,117.58603994351833
S096,0.8211920492490921,7.003495524853125e-11,8.528450234335813e-11,2.8888418842532957,-66.00822206176981,-74.92672783283601,-72.0146966875486,-50.76582849816853,-59.45400956374647,-48.998733035351194,755.0140262161528,441.0207563478745,709.130647615155,9.218216720877367,161.59698147694579,-3.8499091893671946,-91.18961767201839,-70.07036450588643,-81.03300273520341,-60.75532369812883,-58.31543172162546,-59.5256041164962,468.0757573726809,276.3954841965278,283.8671386549642,47.103879871954575,49.73788307668817,72.41330868009533
S097,1.3028566141536793,4.180204352911601e-11,3.2084914851716153e-11,2.125698609883493,-75.0538297864382,-87.8760409316721,-78.58712481346969,-50.85221329114689,-60.865830135563485,-56.762438669623336,430.4957191001012,267.1691410275961,834.4591025206412,266.43628684031654,265.61121713749156,328.80242838159734,-67.69987541181412,-73.78157482952494,-65.64019357671349,-47.41801750131488,-7.772196811909669,-18.400236517567727,2347.8479559064085,1825.8522893516688,1195.0127404819577,219.07111530646972,248.4463249640579,253.2282255283163
S098,2.9936226584901764,3.5152879494655826e-11,1.1742588664259063e-11,8.274923704702289,-89.34014953935723,-85.20614340344268,-77.94757839793677,-26.669001363273466,-52.076389300326674,-53.01096546785943,1480.4147585708956,982.4834234221752,601.6134900083076,387.0908800817395,203.37603951053978,218.96607961132156,-76.61296367691907,-78.57016237003222,-79.46402515949848,-36.616544464962686,-60.14673066709362,-57.98235096820319,1915.8684671838714,705.6306355701385,1345.887965438603,144.7981269663176,288.0751237554517,207.16716362632602
S099,2.330145960566063,1.0469208671700847e-10,4.492941149985969e-11,2.5775154003174947,-77.23445951714109,-69.6924535474723,-75.60433398834144,-57.06767852644432,-46.9993543525879,-51.96840506633854,203.42672278874835,1048.6782187807423,460.16123491732753,281.11456325767995,192.00097482848318,200.30323376906972,-85.12848300990052,-87.17154972930754,-88.42491152603263,-51.588002833107325,-59.02927947502196,-59.49338437403288,244.81479753219153,188.57136767647938,188.23400911112734,69.93495723191455,93.42033617085823,50.878145655428064
S100,3.3919634744381644,1.288727741596955e-10,3.799356187968434e-11,7.753486081195199,-88.94915998615804,-80.62766782557601,-66.77977793913264,-62.8987726076547,-42.25542192108854,-36.79869842776161,131.3439060069028,89.7872131649299,97.53146015726824,33.176384851442684,75.71359445967649,52.65251228140946,-83.15063064341025,-74.95449306460817,-82.47057044229147,-49.933987006941734,-56.30852429562384,-34.119562132779166,390.2297949142628,628.6849224993747,680.6764148334252,129.1940317767684,102.01480116481049,120.87867732002151
S101,0.45433519096202724,2.465898772547696e-11,5.4274879463470676e-11,2.425232199031008,-63.70625494298907,-50.80554286524384,-63.560382196058306,-62.293716748528716,-41.67042347468203,-52.28710257198643,676.2606674795386,256.0591619794802,255.89101816680508,244.67077733276835,179.6268092999021,218.28696148644906,-41.63419719652467,-55.267410982173615,-44.587640683615106,-39.79959306267721,-40.849598739739115,-35.96201476609004,677.1808894094759,520.1851606178084,1025.5381938112348,382.18281429026655,310.5969525312673,330.8279403441742
S102,2.169761919329499,2.3426717767901307e-11,1.0796907051968469e-11,2.9328550999421523,-78.95309007802965,-70.6818994405799,-73.50130791893008,-53.09229767568786,-33.80777851023656,-47.12029573923337,607.0730350301056,299.4335222384949,2279.3022099740656,106.62735846293123,111.87583397018932,234.87075282090802,-41.16158951202743,-50.80606976577228,-44.81408581218058,-63.25073981917421,-65.903681237755,-58.41090970569516,463.43501370885025,486.13460919258057,718.4379985775042,331.6100221316018,147.71968548700835,383.4009374479097
S103,0.5483640594782839,1.267982606693791e-10,2.3123007147845459e-10,4.328535351152887,-76.773490951136,-61.23144970762924,-55.968503849042996,-81.50611553383769,-58.73823422282125,-72.80458131089568,357.7461977486419,519.3729374291064,397.97293774736795,176.19984695638064,178.90732390775136,154.92165605605862,-71.4509834801785,-80.85499540539256,-80.64715557818501,-56.63606938538999,-57.193121438473916,-53.54556337510892,329.4309285345524,340.20991078225967,810.1166220304526,87.90583286328925,205.6046889916891,136.29680803269278
S104,2.513869404347985,7.844603705116595e-11,3.120529527726691e-11,2.8020834438359614,-78.59274410119185,-77.79890967801222,-81.52133251370175,-55.86834529012005,-54.285866588247345,-45.924420559396566,215.9138120680908,123.85565915448555,354.5465248572189,623.7576375663213,73.67803782724319,123.31111391338878,-49.34968284013248,-56.96167764557123,-67.05218710314428,-43.717388804753185,-71.37635834333487,-49.79387417184274,457.03253362644125,174.67903043226394,292.61151935480444,127.4224641445311,136.03620572065554,113.20752102899085
S105,1.3384194398433529,5.1234988836527305e-11,3.828021867533827e-11,5.2047288729628605,-76.0406695996079,-64.57021827725592,-57.54475907105447,-49.40000505462626,-61.31553320171956,-55.96954233433215,316.06438404683286,252.26281127310565,403.93404626666165,148.88377173066,144.52084316442327,229.2701965259786,-65.73052689366347,-81.58934406997605,-71.53446697518082,-54.89474210049402,-55.986426103570174,-52.95082997829935,96.22520301136018,343.7656170406883,214.00088812005436,79.81603564662223,157.9818302179817,294.48422669361224
S106,3.6644506422625236,2.4107930196535874e-10,6.578866124841849e-11,3.9746921242213347,-96.42476568831135,-90.80322039324736,-90.92906492689633,-83.65413600389986,-80.63174639756421,-71.59797964696153,438.25454037190843,1084.7746552101853,1263.043511276594,78.27792308453554,115.13717159959111,96.56853399623047,-26.22257106645332,-40.972050531958295,-53.48384874038392,-45.88856706125255,-46.10269862301726,-53.35671133778121,450.3774950188819,1088.45733272014,1288.3801777419455,84.72026367603145,137.1510266315096,97.31881973596047
S107,2.9209178435729397,2.1310249172942915e-10,7.295737269650723e-11,4.6556353227004905,-55.187846779387804,-60.19645627808449,-57.74603569410445,-41.64143770279131,-51.09619793884348,-48.04142748193745,845.9472303454154,1820.7968550714575,1059.0089024334704,448.7696620139376,423.95936364364456,473.89122935714954,-84.56486231190652,-87.86213089490371,-83.51236992567277,-65.51651234018595,-63.98891723232409,-61.00488527237333,1473.6581995395225,472.25192733685566,1740.677751228371,464.4547788213116,414.15205057596296,335.1861651536085
S108,3.539286088799455,1.4526708902465345e-10,4.104417822689457e-11,7.978411493882994,-79.19343789573054,-89.45766077778595,-82.35045543451751,-59.99085459945329,-60.268999203450754,-51.115282431707854,693.5004238688498,92.45372794869763,288.65333892407637,49.11651306956462,50.77539029443141,85.99195858612225,-86.44412694160188,-61.56962033542658,-81.57600102203436,-49.81777436558321,-36.961352596836704,-37.00023123358041,1228.5745985660585,158.35951005293768,574.6516576036549,46.112967161139956,136.1117907335212,95.49080044644136
S109,1.6281447349982001,6.896032541538821e-10,4.235515672104203e-10,3.0490799736232503,-85.97337422841834,-54.11166178412454,-73.92940171197178,-84.11080769329408,-9.24639008180968,-71.57634396682244,699.4756753772301,581.9977188328988,801.552204705444,870.4785117571189,197.55140209206198,972.8531152345516,-85.19917207623267,-45.94884306954703,-76.3802673155284,-56.12264891008066,-45.380037370524924,-67.37060032454947,433.13650675777586,104.09691828888079,635.7638609117804,119.10193074589861,111.46516826938307,148.6847896668511
