,subject_id,rpl,resting_alpha_power,resting_total_power,smr_strength,mu_erd_real_C3,mu_erd_real_C4,mu_erd_real_Cz,beta_erd_real_C3,beta_erd_real_C4,beta_erd_real_Cz,mu_ers_real_C3,mu_ers_real_C4,mu_ers_real_Cz,beta_ers_real_C3,beta_ers_real_C4,beta_ers_real_Cz,mu_erd_imagined_C3,mu_erd_imagined_C4,mu_erd_imagined_Cz,beta_erd_imagined_C3,beta_erd_imagined_C4,beta_erd_imagined_Cz,mu_ers_imagined_C3,mu_ers_imagined_C4,mu_ers_imagined_Cz,beta_ers_imagined_C3,beta_ers_imagined_C4,beta_ers_imagined_Cz,FF_alpha_entropy_gap,FF_alpha_entropy_imagined,FF_alpha_entropy_real,FF_alpha_lzc_gap,FF_alpha_lzc_imagined,FF_alpha_lzc_real,FF_beta_entropy_gap,FF_beta_entropy_imagined,FF_beta_entropy_real,FF_beta_lzc_gap,FF_beta_lzc_imagined,FF_beta_lzc_real,LRF_alpha_entropy_gap,LRF_alpha_entropy_imagined,LRF_alpha_entropy_real,LRF_alpha_lzc_gap,LRF_alpha_lzc_imagined,LRF_alpha_lzc_real,LRF_beta_entropy_gap,LRF_beta_entropy_imagined,LRF_beta_entropy_real,LRF_beta_lzc_gap,LRF_beta_lzc_imagined,LRF_beta_lzc_real,FF_tar_gap,FF_tar_imagined,FF_tar_real,LRF_tar_gap,LRF_tar_imagined,LRF_tar_real,mean_accuracy
22,S023,2.301499720912358,1.6639715059668804e-10,7.229944417752309e-11,2.3352161580680004,-87.74904227651355,-84.60705472784431,-84.37329767885207,-75.58015809196097,-78.76569475010955,-74.26098242585067,549.157854279536,311.8489025588739,354.0361162802294,204.12119858169652,154.50584050946426,227.50412774488996,-78.64434809999527,-84.80919596214261,-75.79691918251463,-77.99694159941231,-70.12134744348566,-68.79080789379172,1236.44946031601,1398.702159864314,1509.6712906791224,157.00291080714376,35.61395545188831,116.19766803667775,0.0012940320141774,-0.0192708572565693,-0.0179768252423919,-0.015587726555356,-0.0369267790410474,-0.0525145055964034,-0.0001706930742921,-0.0173752466610301,-0.0175459397353223,0.0130455222244396,-0.0797894572832492,-0.0667439350588097,-0.0005845829542451,-0.0131049258903756,-0.0136895088446207,-0.0081618139045211,-0.0492364000118007,-0.0573982139163218,0.0001287107023081,-0.0174553610145106,-0.0173266503122025,0.0113730193751524,-0.0771134527243898,-0.0657404333492374,0.0864221955215718,-0.1267684980230372,-0.0403463025014652,0.0896152074312974,-0.1498388153006118,-0.0602236078693143,0.6222222222222223
23,S024,2.028280412408132,1.3618825761864598e-11,6.714468906049964e-12,2.4432425978634957,-83.67277946659667,-86.44239497812664,-89.80791042977427,-35.73841441630174,-45.60013552235878,-55.59623511257483,170.38597229224175,82.4373281210278,96.32013853023224,101.22722943001816,81.08873303294605,53.28212385164186,-78.67656167001748,-81.78831399626878,-87.1123730418954,-60.45113748256424,-57.939628008247645,-65.88204956986282,1286.9028925608802,235.20504209279636,335.4768790946818,135.42948005983953,108.78150885064582,142.77876236302723,0.0060619782441687,-0.0375582217345969,-0.0314962434904281,-0.0036126061544602,-0.0396027835999068,-0.043215389754367,-0.0052392174656351,0.0119299258645133,0.0066907083988781,0.0038133064963746,-0.0671680075166002,-0.0633547010202255,-6.875965028166689e-05,-0.0383478343351114,-0.0384165939853931,-0.0006021010257434,-0.0446871922617397,-0.045289293287483,-0.0137108835145464,0.0119596583177621,-0.0017512251967843,-0.0076266129927492,-0.0578688916745637,-0.065495504667313,-0.0015130618312421,-0.0043220829456105,-0.0058351447768527,-0.0174024617695609,-0.0005943326335736,-0.0179967944031345,0.5555555555555556
24,S025,3.910415851194777,9.223929741647948e-11,2.3588104418177663e-11,5.634226805840413,-72.62409556237708,-65.16016757112918,-46.42260795038545,-76.5555387256083,-60.61047168068888,-69.08566470343867,117.55257218549887,129.5262158333823,391.7324918264729,353.44507242633125,251.07906232792425,273.0980917944882,-85.02514671584841,-82.577185169581,-83.91958088687382,-43.44480384285536,-58.24221401651742,-49.06270551544476,176.4738125968778,105.87572995960474,111.31211776775768,185.4408278118924,176.98757173644563,230.62373048184935,-0.0160267234671023,-0.046336352681559,-0.0623630761486614,0.0018063030772301,-0.0425341933457555,-0.0407278902685254,-0.0043516011746465,-0.0518373070273868,-0.0561889082020334,-0.0055527094596332,-0.0616649931551611,-0.0672177026147943,-0.011684044677514,-0.0681424978801903,-0.0798265425577044,0.0068238116250914,-0.0364462829743503,-0.0296224713492588,-0.0080919424985,-0.0517610849703236,-0.0598530274688238,0.0143835245038692,-0.0700275074015967,-0.0556439828977274,0.0026509682007074,-0.0956440530588463,-0.0929930848581388,-0.0007594547153352,-0.0968532754335053,-0.0976127301488405,0.6
25,S026,1.161388030019538,1.4509212104819882e-11,1.2492992634490812e-11,3.2780117557812645,-74.85479446857236,-77.16639624076824,-73.77723944217517,-68.06574315660063,-67.091246325252,-70.08146740522906,418.0122980800516,856.3798151069918,534.3834723536679,22.347239246181104,84.42026192911163,57.183360469934726,-55.988038398544845,-72.98310851323836,-66.67712658192548,-54.12159355492149,-34.17600367339423,-57.63374041652008,255.62028428493613,355.7328360117559,401.88353146577936,85.84629004542123,112.94995859425693,60.30539234910503,-0.0067841309901846,-0.0581673637835846,-0.0649514947737693,-0.0015387026213441,-0.0581072930310818,-0.0596459956524259,-0.0057089429067188,-0.0394663523814114,-0.0451752952881303,-0.0010035017095722,-0.0518448462600788,-0.0528483479696511,-0.0044049315902912,-0.0599526682051933,-0.0643575997954846,0.0076266129927492,-0.0696141126341772,-0.0619874996414279,-0.0019749818430626,-0.0456912400772237,-0.0476662219202863,0.0011373019375152,-0.0561933536682254,-0.0550560517307101,0.0086815602187396,-0.1073866083311204,-0.0987050481123807,0.0059451202334288,-0.1115352484872779,-0.105590128253849,0.5777777777777777
26,S027,2.997408748943721,1.5617700189196174e-10,5.210400548373595e-11,5.32964804481653,-94.91851077790976,-84.91553784571862,-88.04514584855693,-87.15468626098674,-51.33047392433896,-59.98926084587509,342.3884864945616,67.53892822425394,697.2427107079777,97.10323660323924,80.60264193807852,71.9892908729305,-92.85075513952825,-85.98665962880081,-89.32896018879187,-53.94539223629248,-59.04440158632707,-54.29668297791399,382.9945082215941,170.90451626378277,319.1479650316245,486.1774875865951,265.3148670439605,287.388853593156,0.0008392286241246,-0.0148320762590344,-0.0139928476349098,0.0078273133346637,-0.0551785160716723,-0.0473512027370085,0.0122727840765834,-0.0183425833298827,-0.0060697992532991,-0.0018732031912016,-0.0486563125634092,-0.0505295157546107,-0.0126470607803942,-0.0117733330247065,-0.0244203938051007,0.0071583121949489,-0.0598615240496762,-0.0527032118547273,0.0009940419559516,-0.0128352156556292,-0.0118411736996775,-0.0053520091177187,-0.0447092058390916,-0.0500612149568104,0.0282086408303755,0.0451952157042613,0.0734038565346369,-0.0413271379417998,0.1082564774586571,0.0669293395168572,0.4888888888888888
27,S028,1.3852210420939213,9.677511772728786e-11,6.986258134008787e-11,3.969604359511429,-92.75272482073916,-82.77557559555446,-85.02884561173036,-55.079482965885006,-26.776943481378108,-36.42722604630034,476.0118303536058,137.55198403553032,334.5386806505696,74.21551962732951,280.02509787074445,132.20542935006554,-74.05738698779716,-83.20242812387228,-75.87485600282264,-74.67729399836603,-72.06826485105981,-76.23212654978651,427.9626653420187,443.9583473059191,815.6602491515536,117.33768552437434,111.58456893659312,132.2736163308844,0.0139230933124441,-0.0519349956803373,-0.0380119023678931,-0.0034788059265172,-0.0584295983320425,-0.0619084042585597,0.0056271666166561,-0.0082898404198038,-0.0026626738031475,0.0051513087758043,-0.0546873423146041,-0.0495360335387998,0.0014772510512394,-0.0443162606655644,-0.042839009614325,0.002207703761059,-0.0629788060821035,-0.0607711023210445,0.0010081906906586,-0.0064115869160838,-0.0054033962254252,-0.0093660159560078,-0.0491346328549709,-0.0585006488109788,0.0309968435073871,0.033395067324654,0.0643919108320411,0.1183230850365303,0.0414065008641373,0.1597295859006677,0.6222222222222221
28,S029,3.756408121565789,9.743043570192527e-11,2.5937127316536952e-11,7.384169362310978,-84.31285852713454,-95.28412165729463,-94.464176900591,-81.19301862970919,-79.03770127744625,-72.98838107856606,129.8407983859928,263.7393189614555,283.7843380895104,93.1526397550816,126.63728587465656,137.28436617625312,-74.66255507222678,-91.53067069380285,-87.08945219922177,-50.097346129976685,-60.186206757214045,-67.04194292942933,43.32862043965024,121.93105379770807,226.423061750909,103.84706205953631,176.208646234721,61.228818866413526,-0.032664522108698,-0.0362306291487342,-0.0688951512574323,-0.0103026175516086,-0.0556703480253502,-0.0659729655769589,-0.0030004120073392,-0.0600587777505659,-0.0630591897579052,-0.0024753042169449,-0.0514711270970922,-0.0539464313140371,-0.0284897795265726,-0.0321399374401354,-0.0606297169667081,-0.0011373019375152,-0.0627617601063276,-0.0638990620438428,-0.0047068428759282,-0.0571329282115034,-0.0618397710874316,0.0008028013676578,-0.0519394278948926,-0.0511366265272347,-0.0023620421379477,-0.079971790173272,-0.0823338323112198,-0.0020507677061897,-0.083146955058654,-0.0851977227648437,0.977777777777778
29,S030,2.314929270422732,4.413935787896926e-11,1.9067259826434747e-11,3.1200963996679647,-79.78637789202917,-81.8652727105528,-82.01706907412263,-62.82479766710157,-59.24265434271846,-53.92839614161995,764.4021544053179,820.04138568071,723.0978647279327,391.3193805751724,299.2979006780515,242.73348043480053,-74.55828182678172,-33.00325971790746,-21.23906442239085,-69.38318278463773,-63.25218779525484,-63.53392567862386,234.86706731907,218.51094492064396,205.49036036812103,377.96267093900593,143.7504186657834,194.678449585186,-0.006918859019926,-0.0540975051789676,-0.0610163641988936,0.0091653156140934,-0.0438116216513139,-0.0346463060372204,0.0008155706974402,-0.0567200066584027,-0.0559044359609624,-0.0043485074081465,-0.0648158258372272,-0.0691643332453737,-0.0118933322995626,-0.0573537032155537,-0.0692470355151163,0.0008028013676577,-0.04093491675054,-0.0401321153828822,0.0031239145124649,-0.059323338940912,-0.0561994244284469,0.0080949137905496,-0.0686960324475734,-0.0606011186570236,-0.0031423417236687,-0.0984466144275684,-0.1015889561512373,0.0119018351538715,-0.098965686644851,-0.0870638514909794,0.4888888888888889
30,S031,1.4625407515880056,5.013527242465134e-11,3.4279572976147965e-11,6.577253985454391,-71.97019885724963,-72.16780777905183,-66.93623443402218,-56.70177728183986,-72.77367478042893,-66.33194936124323,1196.9172709515483,1707.5378620948825,1220.8119261303289,188.2116534662104,227.9178522313178,228.369283494474,-82.40173601629112,-82.99130787012014,-78.73072084411635,-73.6527700617629,-77.96580182627596,-78.63917806478497,413.52291465012,414.7016504845792,203.0939502851224,188.19113231975447,253.5901933507673,228.77081996393372,0.0045247370626905,-0.0299021065444849,-0.0253773694817944,0.0010704018235437,-0.0438822151189464,-0.0428118132954027,-0.0055595067561243,0.0137669351334423,0.008207428377318,-0.0018063030772301,-0.0586337908423119,-0.0604400939195421,-0.0031244927285752,-0.0250194051729187,-0.0281438979014939,-0.0074259126508348,-0.0539841323286407,-0.0614100449794755,-0.0012047250378459,0.0061102168098793,0.0049054917720333,0.0046161078640324,-0.0625139974526581,-0.0578978895886256,-0.0859138021997354,0.2959297339624062,0.2100159317626707,-0.1174391555384483,0.3343485903910979,0.2169094348526496,0.5111111111111111
31,S032,0.403088427490853,2.1091393870458196e-11,5.232448374106896e-11,3.250404970720276,-58.88991439436543,-28.662552644056728,-50.49088660103821,-65.7042806834864,-67.32095676781185,-63.14043239003724,1085.6632491656703,918.6777509654038,461.6427001078397,120.11025494951863,90.2110608126035,27.79110507498197,-68.52046271800504,-66.80829861189255,-48.8314817657669,-65.91806400838874,-45.42051539158204,-63.56663950841255,298.9140847598105,346.03374818511105,486.4533174627268,216.74782615024816,160.7984907573407,168.2728780586065,0.0128670728966602,-0.0195294859792835,-0.0066624130826232,-0.0056865096875762,-0.0737662712506802,-0.0794527809382564,-0.0049124644267467,-0.0087280254815596,-0.0136404899083064,-0.0046161078640324,-0.0606715109393501,-0.0652876188033825,0.0108564342403273,-0.0186348348951419,-0.0077784006548145,0.0062886107133195,-0.0668086593976457,-0.0605200486843261,-0.0005112236087164,-0.0136169020238037,-0.0141281256325202,-0.0011373019375152,-0.0571258048988614,-0.0582631068363766,0.6487559935270677,0.1187588241197306,0.7675148176467984,0.811468776851322,0.0886318161127078,0.90010059296403,0.6666666666666666
32,S033,1.4126545750782649,1.4138979878548916e-11,1.0008801959081596e-11,7.975806777812942,-88.67622725692449,-97.0159850379011,-78.03498485727619,-71.00586229499415,-82.07014075013787,-65.66647373641838,222.97620555158105,197.3244307797418,190.0103743245417,120.92189709925698,57.16498672638279,120.1585295114761,-96.08311045370615,-91.8286937195484,-80.09273947558225,-60.50510000229325,-67.99386040171775,-53.54816176105148,135.21437246386955,191.86021832637584,188.8970607898518,153.16052944422697,97.42599085825456,218.2565396761351,-0.0516474345248205,-0.0798545085628896,-0.1315019430877102,-0.0117075199450098,-0.0631298113258238,-0.0748373312708337,-0.0221847610007309,-0.0409174894038698,-0.0631022504046008,0.0005352009117719,-0.0541272938537351,-0.0535920929419633,-0.0366907140788849,-0.0913480848676702,-0.1280387989465552,0.0004683007978003,-0.0642002131493676,-0.0637319123515672,-0.019617021199492,-0.0464970822224013,-0.0661141034218934,-0.0015387026213441,-0.054930095221393,-0.0564687978427372,0.0354424986820257,0.0039049784123146,0.0393474770943404,0.0331576873948638,-0.0040396761589134,0.0291180112359503,0.8666666666666666
33,S034,1.7567182228907372,3.9190175385574727e-11,2.230874301576153e-11,8.716625298046374,-90.8099958270744,-92.6390638223904,-88.53176263555056,-72.77010920452037,-41.10528991297978,-61.85953850661592,497.4902657822568,111.68560118461129,494.9766718804989,114.38910454704076,62.943258406534994,192.0008032934045,-97.8283316771889,-94.41559499443544,-95.09699046170417,-71.76047320490355,-85.86985835707841,-79.90948241443158,238.7659888023571,171.67713411975896,508.0786747475354,85.06436492267737,90.83210329009744,129.60219195431378,-0.022722326571378,-0.0672988785049492,-0.0900212050763273,0.0095667162979222,-0.0547485744850852,-0.0451818581871628,-0.0020519340609816,-0.053742878842946,-0.0557948129039277,-0.0008697014816293,-0.0569434247806377,-0.057813126262267,-0.0433040324538878,-0.07340305395975,-0.1167070864136379,-0.0131793224523825,-0.0419037526025601,-0.0550830750549426,-0.0018435915284539,-0.0550445597755033,-0.0568881513039573,0.0044823076360894,-0.0568765246666662,-0.0523942170305767,-0.0095504225062512,-0.1327539666442656,-0.1423043891505169,-0.0049359241896819,-0.1400850175691253,-0.1450209417588073,0.6
34,S035,1.5821578985637823,1.6669739407093446e-11,1.0536078239868186e-11,9.55464222230735,-86.51578830346517,-73.61051006007519,-68.89735870969015,-68.418995091067,-76.18588730287101,-64.81618545381424,178.29917887990732,207.21649261827952,1128.2496491155537,18.40425860751153,113.44472542139536,106.0956674097732,-87.37448416301916,-84.29692564999405,-74.40674962988652,-60.01065454251668,-58.31921751043362,-57.665611194928026,107.54536023117758,325.04700583203737,280.98283751193355,58.77750149698628,206.08983648210543,174.3643330286368,0.003444239487552,-0.0075926519196694,-0.0041484124321174,-0.0077604132206922,-0.0543380136894109,-0.0620984269101032,0.0029878783370868,-0.0004192752157508,0.0025686031213359,0.0002676004558859,-0.0523358188318409,-0.0520682183759549,-0.0028479361063631,-0.0152738972572553,-0.0181218333636185,0.0070914120809774,-0.0728024451455408,-0.0657110330645633,0.0009227196483711,-0.0044250444360203,-0.0035023247876492,-0.0047499080919754,-0.0423008017361181,-0.0470507098280935,-0.0319730186744124,0.059728977306625,0.0277559586322125,-0.0078053259726705,0.045922490434948,0.0381171644622775,0.7999999999999999
35,S036,1.943464576527471,7.551923625970514e-11,3.885804617784228e-11,2.517849710583384,-45.72963546661615,-57.11637541511385,-49.75710912179648,-63.07726360400382,-46.2519840638621,-38.588368872657874,289.47371309864,261.55968656131165,242.82461689851925,76.52232940891976,140.73858253358475,107.79654243833868,-70.45501291018623,-69.91647222535218,-69.24328414085319,-73.99529434097856,-83.2986494465081,-79.99968916918576,2934.667097467277,1261.7829970522962,2511.816365288023,141.51125527650882,109.43398510467104,147.29343069627174,-0.018831346951391,-0.0045642114840807,-0.0233955584354717,-0.0097674166398368,-0.0506164548561048,-0.0603838714959416,0.009279749888463,-0.0266071171744342,-0.017327367285971,-0.0010035017095722,-0.0641339712320059,-0.0651374729415781,-0.0019691718283376,-0.0106662093255871,-0.0126353811539247,-0.0078273133346637,-0.0491446523487321,-0.0569719656833959,-0.002829527337077,-0.0249538684674798,-0.0277833958045569,-0.0008697014816292,-0.0597854638238593,-0.0606551653054886,0.0063197360342582,-0.0117003831228142,-0.005380647088556,-0.0477272109735945,0.0125025491357324,-0.0352246618378621,0.5999999999999999
36,S037,0.7496097503522255,6.204499161512871e-12,8.276972329398743e-12,2.527212555800368,-44.32781056889998,-36.35561849267139,-37.33513578127842,-69.11507808006037,-57.769728952416486,-58.8134551704395,315.330820888444,259.22582045056635,235.40144596325285,110.95594311772008,120.52756543864407,121.01357540036908,-64.34706726440102,-70.37588966158577,-70.1606058320597,-54.91212212621558,-56.64367570351892,-55.24044667700144,355.0734735308536,341.5010178332741,307.8058033142682,513.9950349544065,225.2174847665753,227.10896370479935,0.0031408445470945,-0.0699904453649673,-0.0668496008178727,-0.0156546266693274,-0.0534229686598582,-0.0690775953291858,-0.0035413411039132,-0.0500501053070328,-0.0535914464109461,-0.0062886107133196,-0.0501616657204206,-0.0564502764337402,0.0014155262824843,-0.0705217256310968,-0.0691061993486124,0.0117075199450098,-0.0774401095756214,-0.0657325896306115,-0.0038887115663956,-0.0498363149192516,-0.0537250264856473,0.0024084041029734,-0.0551122741543106,-0.0527038700513371,0.0007908530207558,-0.1160489489221493,-0.1152580959013935,0.0001313288541162,-0.1172370056176577,-0.1171056767635415,0.4444444444444445
37,S038,0.9749926782260124,2.5096179429480892e-11,2.5739864503539747e-11,1.646510118636762,-57.37352787576129,-53.12483691367476,-52.05311373608019,-63.468312070562405,-69.74822572733814,-40.58933770027122,735.7978200550834,596.7266018484962,556.8740099513856,146.34933253135688,54.62472746092148,87.95515793960614,-62.58241799051125,-52.67355562755062,-65.11965361599222,-51.59258203668629,-61.87363343243021,-59.58007355674169,634.0850815271184,1084.4603884692858,617.6713014106847,321.5195726152396,293.3002065549091,385.4621282498664,0.005334659440248,-0.0370180796405212,-0.0316834202002731,0.0127110216545821,-0.0466321041284873,-0.0339210824739051,0.0051603520423501,-0.009919149410965,-0.0047587973686148,-0.0067569115111199,-0.0435427048022084,-0.0502996163133284,-0.0091665405803474,-0.0215271818748202,-0.0306937224551677,-0.0008697014816293,-0.0359280858930497,-0.036797787374679,0.0047239679511525,-0.0075861379890096,-0.0028621700378571,-0.004147807066232,-0.0439441054860373,-0.0480919125522693,-0.0245420187964371,-0.0523487401915228,-0.0768907589879599,-0.0248420458582789,-0.0569149171930572,-0.0817569630513362,0.4
38,S039,0.9119799109340574,5.54554970715918e-11,6.080780553027075e-11,2.753895217770051,-64.34915469022447,-61.082149241756056,-67.25044687521286,-69.50532145799797,-48.76868006422107,-49.71257532158881,851.3721180365163,930.585933668714,168.5931565962186,72.90159759396634,135.8000947268255,107.8401014056698,-68.77676827644667,-63.104585636645325,-80.47574006481828,-56.930921234520696,-51.99705226431192,-67.73990735850361,143.93746133000317,1736.7972634341068,217.72161367274543,175.96420441933068,55.73345107696779,111.2262005216614,-0.0005141702261048,-0.0380295542617971,-0.038543724487902,-0.0008028013676578,-0.0664377742064043,-0.0672405755740621,-0.0063587027358063,-0.0058280538800937,-0.0121867566159001,-0.0008028013676578,-0.0542005201078068,-0.0550033214754646,-0.0078499323717182,-0.0300884054153383,-0.0379383377870566,-0.0056865096875762,-0.0639624699894593,-0.0696489796770355,8.41050125187332e-05,-0.0087120853657337,-0.008627980353215,-3.332114676772117e-17,-0.0503203134974607,-0.0503203134974607,-0.0861610724358743,0.0778113289107404,-0.0083497435251339,-0.0384121279820969,-0.0062778363965007,-0.0446899643785977,0.5555555555555556
39,S040,1.674911599689097,5.14902134186072e-11,3.074204837327832e-11,2.891174397687138,-49.484669565804246,-48.20637051027102,-46.48860684754387,-52.37939967760682,-52.68728672007992,-53.49388993058719,396.1326221602959,1060.710505245225,678.4185409847362,340.0510702646298,78.15653772271652,83.96129348572815,-50.57623446392257,-69.13853619227609,-47.69749537587918,-50.27725447425424,-40.41060933968072,-52.18849963056028,417.36648129512446,493.2786951447982,712.4299817266254,271.0414704617801,247.54333022421747,332.43878866347933,-0.000534223109839,-0.0173332489689068,-0.0178674720787458,-0.0180630307723008,-0.0538975955977589,-0.0719606263700598,-0.000742830697621,-0.0123585110981949,-0.013101341795816,-0.0072252123089203,-0.0510398691172856,-0.058265081426206,0.0059374677234723,-0.0187290810603313,-0.0127916133368589,0.0008028013676578,-0.0741014300171473,-0.0732986286494895,0.0026854610805751,-0.0150863509750519,-0.0124008898944767,0.0032781055846027,-0.0573284798306052,-0.0540503742460024,-0.0176469236088055,-0.036558915459607,-0.0542058390684124,-0.0172129710645732,-0.0484825015481914,-0.0656954726127646,0.5333333333333333
40,S041,1.834269223456664,1.4494778089986026e-11,7.902208631441108e-12,3.1593198797234407,-85.05307802420354,-82.12385256537523,-82.89815847327729,-67.85711277638126,-67.42685482768758,-76.22593474711033,528.7521974507029,603.0220281679681,278.8559785276609,21.58047965723252,54.62693608285092,29.784221820354723,-80.98268021673236,-73.80965734725916,-81.26093299595027,-74.03129133415692,-66.12798986944016,-59.435731548916735,574.6310119364028,1041.8485337901773,662.7496493679711,508.4317219312518,284.367633271509,258.5061739517293,0.0025163169384533,-0.0598823700758009,-0.0573660531373475,-0.0006690011397148,-0.0547015121733301,-0.055370513313045,-0.0001388006356231,-0.0590933046248924,-0.0592321052605156,-0.0036126061544601,-0.0558233278588998,-0.05943593401336,0.0077769560437846,-0.0644017889632173,-0.0566248329194327,-0.0039471067243176,-0.039782786757689,-0.0437298934820066,-0.0047727337424569,-0.0592752688861828,-0.0640480026286398,-0.0074928127648063,-0.0557564277449283,-0.0632492405097347,0.0138058605111084,-0.1212992945554585,-0.10749343404435,0.0194008856034445,-0.1229237318843901,-0.1035228462809455,0.5111111111111111
41,S042,3.133543725718179,6.713281468147995e-11,2.142392784581097e-11,15.445044457819805,-86.19292953505042,-80.32857295439672,-81.27018019759365,-81.83345201611385,-87.77989942130777,-88.7420293922853,61.12303940331486,566.7431284991276,140.7852265485442,184.7127176758066,78.73582565587677,227.91415615683647,-68.36173324547383,-80.09323741543845,-68.24533842932632,-56.56663679227732,-70.96213362235329,-55.98430719813442,936.3113887990636,474.665303245594,697.0283226129856,175.17652310192997,619.2192831703567,260.49291306775234,-0.0007250035347291,-0.1172118225790011,-0.1179368261137303,0.0018063030772301,-0.0703336682540021,-0.068527365176772,0.0036023360953326,-0.200942543781228,-0.1973402076858953,-0.0056865096875762,-0.038326671687568,-0.0440131813751442,-0.0387842940992915,-0.0840902995607846,-0.1228745936600761,-0.0061548104853766,-0.0609676522979942,-0.0671224627833708,-0.0341354605273718,-0.1863630119777357,-0.2204984725051075,0.002073903533116,-0.0466891859340036,-0.0446152824008876,0.0002676476189942,-0.1281295261992167,-0.1278618785802224,-0.0014000967875185,-0.120287722683412,-0.1216878194709305,0.888888888888889
42,S043,1.7449618426396083,8.977701261702338e-11,5.1449269791033045e-11,2.825927472609294,-72.70119206768844,-78.09364117816946,-72.07178333534014,-59.37391913676342,-62.768767520568325,-75.08271876915691,156.61623409196514,291.9882433987495,252.06202408073085,101.7987434362494,57.25049228157839,87.83505105432879,-78.07068545524929,-35.74831694232156,-68.4948522047803,-55.71191124408155,-57.23857184316164,5.241357034770649,271.47236605766506,438.7765305989432,479.7261281259078,98.2073793974368,93.52288951914124,231.26867674065568,-0.0094618069097754,-0.0174771869106635,-0.0269389938204389,-0.0004683007978003,-0.0690669176388148,-0.0695352184366152,-0.0001216381096129,-0.0100680385096995,-0.0101896766193125,0.0039471067243175,-0.0504035592452936,-0.046456452520976,0.0016099373289356,-0.020357357506634,-0.0187474201776984,-0.0038133064963746,-0.0744189267565336,-0.0782322332529082,-0.0003899108594219,-0.0116160453103654,-0.0120059561697874,0.0003345005698573,-0.0436466477341737,-0.0433121471643162,0.0318598024664204,-0.0257767475843232,0.0060830548820971,0.076950058170676,-0.0663344651069173,0.0106155930637586,0.5777777777777777
43,S044,3.862548695514075,2.873773798048806e-10,7.440097263722212e-11,6.439412978585409,-77.41874262700799,-79.04074135418095,-71.74711497316754,-64.7726351479208,-64.80269988814527,-43.41536154430489,98.34700270290492,199.6629692336408,342.13958482718493,127.3576349942828,61.02366220002801,54.1118445648449,-82.13450536925842,-79.97419810205918,-74.28822936111675,-52.27989471839333,-72.994913608042,-65.22032621121544,958.4716142144724,293.51107103491154,845.6425208860214,171.2082044310094,356.39877247972873,271.7682914218388,0.0037220340215523,0.0074149486713491,0.0111369826929014,0.0102357174376371,-0.0515236561670315,-0.0412879387293943,-0.0013878133392769,-0.0066862043900117,-0.0080740177292888,-0.0127110216545821,-0.0488214876658555,-0.0615325093204377,-0.0042882381168843,0.0129687177510506,0.0086804796341663,-0.013246222566354,-0.0293128183284985,-0.0425590408948526,-0.0041248036087263,-0.0039844105727268,-0.0081092141814531,-0.0014049023934011,-0.053169995074002,-0.0545748974674032,0.0518450998470856,-0.0942236667552861,-0.0423785669082004,0.0500694635442541,-0.076776319791459,-0.0267068562472049,0.6444444444444445
44,S045,1.7995826055245727,6.171968927083341e-11,3.4296669172817614e-11,4.805859345751244,-89.07984130679147,-81.3117219050017,-83.99160693096984,-54.92586950043269,-54.65857979177239,-70.41476524166418,253.8387024583394,215.67148243309845,212.78601152335816,43.18857536157319,70.00735458700149,35.71976196540476,-51.63423018365323,-67.74972403017203,-49.67756841797137,-68.55173219683333,-69.8367354883013,-70.54991350861526,344.043337207384,498.5240993547044,404.4559003951733,31.633247665025127,34.59518958717528,49.1991237488034,0.0068042611171778,-0.0167061876165457,-0.0099019264993678,0.0094329160699793,-0.0876411611557064,-0.078208245085727,-0.0039473311660158,-0.0162663443755364,-0.0202136755415523,-0.0018063030772301,-0.0454913100226171,-0.0472976130998472,-0.0003416351755704,-0.0194084585129798,-0.0197500936885503,-0.0030105051287168,-0.0813525504423868,-0.0843630555711036,0.0019408193529993,-0.0181905697689346,-0.0162497504159353,-0.0057534098015476,-0.0367273950923525,-0.0424808048939003,0.027915295786702,0.0292956720957925,0.0572109678824945,-0.0099186328779832,0.0445536612844061,0.0346350284064228,0.4222222222222222
45,S046,1.2525416087741807,4.260543263895129e-11,3.401518348013026e-11,2.4563757000592616,-26.246748847538623,-19.41622117157752,-25.281864859309604,-45.07273000546647,-37.95179759374387,-35.05971244096507,1771.7917709982858,2086.2688084725382,2177.488306456044,592.6754042451184,224.48913886474568,273.16216748396187,-75.33417968681027,-75.45719218863952,-71.4876733382709,-40.17651710511223,-18.29000190500016,-40.39382272635352,76.35704010027843,65.98826879602552,56.07345518300472,114.42744490946754,192.36127177403628,98.9813757173104,0.0156450448531181,-0.0364289556608562,-0.020783910807738,0.0061548104853765,-0.0537030202106385,-0.0475482097252618,0.0059581345226557,-0.0149237169592338,-0.0089655824365781,0.0026091044448879,-0.0544354292959699,-0.051826324851082,0.0181018666367881,-0.029392211719398,-0.0112903450826098,-0.0004683007978004,-0.0559107239716974,-0.0563790247694979,0.012200193360877,-0.0156988248243931,-0.0034986314635161,0.0002007003419144,-0.0531643271305116,-0.0529636267885972,3.467377920153377,-0.1130506381771032,3.3543272819762744,1.318892182757773,-0.1301043683706399,1.188787814387133,0.5333333333333334
